ParamID	pK	MeanBC	VarBC	BCmetric
1	0.005	0.827121910580254	0.000435140461163209	1900.81590750997
2	0.01	0.833808407645754	0.00124951199787598	667.307243998557
3	0.02	0.808566573168663	0.00148160771320031	545.73593668876
4	0.03	0.772763607066903	0.00430419631374559	179.537258697764
5	0.04	0.734837439243071	0.00755643478050893	97.2465799795574
6	0.05	0.674647638060488	0.00875936885446931	77.0201197448445
7	0.06	0.619105849934006	0.0102076107398028	60.6513968562606
8	0.07	0.578529075828627	0.00701029331174877	82.5256590703633
9	0.08	0.540026208227202	0.00802886878526655	67.2605596965518
10	0.09	0.539909297289434	0.011441389466235	47.1891372007546
11	0.1	0.582258487519604	0.0111881229876103	52.0425533545165
12	0.11	0.639000966851406	0.00746031302584456	85.6533720016483
13	0.12	0.653984503986156	0.00491227505540385	133.132712767525
14	0.13	0.651137994111543	0.00398488621889851	163.401903678828
15	0.14	0.647822719625522	0.00321911954941918	201.24220603811
16	0.15	0.652433350829183	0.0032795161089012	198.941956424108
17	0.16	0.658585101696781	0.00366393280025596	179.748138844351
18	0.17	0.665167536514655	0.0039470302345896	168.523547320589
19	0.18	0.671615485549492	0.0039565562931319	169.747486397536
20	0.19	0.670211680892461	0.00442728342019821	151.382149567117
21	0.2	0.669496576154323	0.00681373505864996	98.256913483069
22	0.21	0.668879908445406	0.00802329547130355	83.3672286952101
23	0.22	0.654784915156378	0.0102570208259563	63.837728933862
24	0.23	0.638064909553143	0.00931534643642001	68.4961009134898
25	0.24	0.604183496189246	0.00953850573578259	63.3415246502104
26	0.25	0.57418996163851	0.00805469947902712	71.2863295686685
27	0.26	0.547542021790487	0.00590959693110958	92.6530232388762
28	0.27	0.522357112312006	0.00449618672402257	116.177806744795
29	0.28	0.503514409473586	0.00348009554546239	144.684076312245
30	0.29	0.493049039266707	0.00310260120801067	158.914731933222
31	0.3	0.489570614125331	0.002282106289199	214.525772284325
