ParamID	pK	MeanBC	VarBC	BCmetric
1	0.005	0.816256145756488	0.00117249640882491	696.169420744366
2	0.01	0.839946121045161	0.000743563228852328	1129.62299432369
3	0.02	0.793128891757475	0.00204126353899557	388.54801283902
4	0.03	0.743263912631326	0.00451774598491615	164.520961362798
5	0.04	0.673284428336047	0.00675128256718384	99.7268921328669
6	0.05	0.586879169322776	0.00764719932039872	76.7443275288105
7	0.06	0.562640991274873	0.00769944193133964	73.0755548638806
8	0.07	0.519042192620634	0.00900260073954217	57.6546941975158
9	0.08	0.508972301438994	0.0111489184862845	45.6521681511203
10	0.09	0.491331591383837	0.0104266324358188	47.122749786015
11	0.1	0.451507548127984	0.0064498917566727	70.0023450255392
12	0.11	0.442657381866855	0.0090879102091092	48.7083797794526
13	0.12	0.438551817376419	0.0112580740820955	38.9544263235823
14	0.13	0.430754419590503	0.00799529140145153	53.8760125131024
15	0.14	0.423558868436517	0.00862739208524043	49.0946585308361
16	0.15	0.437667434176649	0.010405206140475	42.062351121923
17	0.16	0.468590426306557	0.0124152645818447	37.7430882135039
18	0.17	0.512119271332223	0.0110243900499238	46.4532975532521
19	0.18	0.553052518176753	0.0142423936371406	38.8314304650681
20	0.19	0.539088982173175	0.00974509169371461	55.3190261432714
21	0.2	0.50117820810012	0.00236080526856123	212.29121045022
22	0.21	0.464152559733692	0.00210534464023014	220.46393301334
23	0.22	0.459538183582177	0.00532488779668779	86.300068870563
24	0.23	0.48004142102795	0.00765723631323284	62.6912114751334
25	0.24	0.537633960941148	0.00450360190475976	119.378660083817
26	0.25	0.567353844784134	0.00455462367934043	124.566568991775
27	0.26	0.606563787347592	0.00241820650719756	250.832087971897
28	0.27	0.633453381682449	0.00138157261883035	458.501690789684
29	0.28	0.65037195426178	0.00203886042710812	318.987972700149
30	0.29	0.67429874818346	0.00166422218396356	405.173512696202
31	0.3	0.68519378049301	0.000942650744280108	726.879795778748
