ParamID	pK	MeanBC	VarBC	BCmetric
1	0.005	0.836134271506353	0.00191443530910119	436.7524290486
2	0.01	0.816229247400057	0.00235710230419974	346.285032238843
3	0.02	0.748927823622734	0.00436093923241385	171.735441314139
4	0.03	0.699814407280671	0.00951572228437089	73.542962516895
5	0.04	0.616778429810074	0.00479961826922	128.505725916888
6	0.05	0.595469459044746	0.00312075064265942	190.809688830923
7	0.06	0.610136446992344	0.00229291595714496	266.096297638427
8	0.07	0.644391019970262	0.00217165329345072	296.728313821373
9	0.08	0.660404490154032	0.00236217160000871	279.575154553377
10	0.09	0.64868552129479	0.00256689515333103	252.712122056485
11	0.1	0.633235288455508	0.00230692697221002	274.492992662388
12	0.11	0.630856514847484	0.00331713410005075	190.181191299391
13	0.12	0.625973207760521	0.00436295052930842	143.474743423173
14	0.13	0.629424925679125	0.00409047184998866	153.875872701793
15	0.14	0.630565453544339	0.00404527492861378	155.877033000676
16	0.15	0.616613113094521	0.00463220679221407	133.114332056794
17	0.16	0.60385324798418	0.00382979792487258	157.672352387697
18	0.17	0.590529707282051	0.00279122173578543	211.566748607265
19	0.18	0.587420902864545	0.00181876646886229	322.977640571964
20	0.19	0.596536180346721	0.00130533102378447	456.999925288851
21	0.2	0.592848805652792	0.0023853221872176	248.54034764349
22	0.21	0.555679354875365	0.00541995308212874	102.524753711912
23	0.22	0.510306885159786	0.00524612220777522	97.2731600501921
24	0.23	0.484801802737925	0.00526928890836598	92.0051663836864
25	0.24	0.489471983567289	0.00504579803121575	97.0058612213923
26	0.25	0.522323903188083	0.00426412593196896	122.492607282567
27	0.26	0.570628412807472	0.00178416565045113	319.829278555602
28	0.27	0.603093040520949	0.00410008965386516	147.092647096732
29	0.28	0.621857078282579	0.00552319565279769	112.590086858065
30	0.29	0.642122122703502	0.00699745546392786	91.7650888974806
31	0.3	0.640432986799284	0.00880371884933213	72.7457336791109
