ParamID	pK	MeanBC	VarBC	BCmetric
1	0.005	0.796613682913662	0.000646940712650951	1231.3550026082
2	0.01	0.83588733578786	0.000831209860739121	1005.62730938319
3	0.02	0.816297240292601	0.0018317811979501	445.630319388635
4	0.03	0.779370350888483	0.00587721035031162	132.608891707808
5	0.04	0.729018776539214	0.00873787264334599	83.4320670826407
6	0.05	0.672404392376462	0.0103884936699242	64.7258797801597
7	0.06	0.631014131378835	0.00800333048537849	78.8439428474999
8	0.07	0.625688337929969	0.00533480325219666	117.284238677843
9	0.08	0.601238288620515	0.00404067888858715	148.79635457267
10	0.09	0.561697071519327	0.00247646452754183	226.814099403586
11	0.1	0.539790172115716	0.00419169023102238	128.776255487767
12	0.11	0.557704420700696	0.00345563312072088	161.389939619618
13	0.12	0.596045311156132	0.000928485754424927	641.954180035107
14	0.13	0.61379626255743	0.00132951064064851	461.670816156861
15	0.14	0.601225562722669	0.00273485962849075	219.837814145679
16	0.15	0.561264983748706	0.00353464980421408	158.789417576687
17	0.16	0.487823680590876	0.00308337705418748	158.21084220899
18	0.17	0.457545930013519	0.000437406510813258	1046.04279703751
19	0.18	0.458210972339948	0.00080778776311482	567.241784615667
20	0.19	0.473672430140639	0.00252320323877316	187.72662576755
21	0.2	0.526351459046309	0.00155776070185839	337.889804524133
22	0.21	0.553205621537249	0.00128024888755161	432.107871302444
23	0.22	0.573496871118897	0.00223645227547615	256.431526577868
24	0.23	0.581146000966343	0.00226570328616656	256.496958147423
25	0.24	0.571034318715244	0.00423791504080082	134.744163867744
26	0.25	0.565582774319972	0.00417304408671942	135.532422511404
27	0.26	0.53109750192577	0.00126507259338781	419.815830887232
28	0.27	0.51545305610598	0.00185114659355885	278.450695314743
29	0.28	0.494931110794471	0.00135668304912926	364.809681312171
30	0.29	0.482050298078361	0.00197962057363574	243.506409510098
31	0.3	0.484705135329052	0.00186254896469842	260.237526376942
