ParamID	pK	MeanBC	VarBC	BCmetric
1	0.005	0.860076122654753	0.000980980818138903	876.751213429914
2	0.01	0.859942203258825	0.000772086867858158	1113.78944398366
3	0.02	0.790467777259714	0.00420276744149889	188.082683199287
4	0.03	0.715431497520529	0.00777372684104235	92.0319831336651
5	0.04	0.669547816226313	0.00468829900923328	142.812524309496
6	0.05	0.61309942053204	0.00239398094922421	256.100375707134
7	0.06	0.581100353442021	0.00103431370636322	561.822153053784
8	0.07	0.589297349795566	0.00234268046278536	251.548326439242
9	0.08	0.609021851804249	0.0059900618140851	101.672047919804
10	0.09	0.582998291106679	0.00224260792182119	259.964430444548
11	0.1	0.563476151400632	0.00508570252793453	110.796128618533
12	0.11	0.580072155907622	0.00686456894192733	84.5023425090342
13	0.12	0.606005691654926	0.00319995691741409	189.379328314409
14	0.13	0.622441775968323	0.00189825022666273	327.902911442093
15	0.14	0.633117583634913	0.000831217957820506	761.674573652113
16	0.15	0.637839306249767	0.00307601105855086	207.359237047171
17	0.16	0.628790524779285	0.00342376847483247	183.654510928941
18	0.17	0.61572670890146	0.00216134144573199	284.881738661579
19	0.18	0.602942168306932	0.00128380690635	469.651756291889
20	0.19	0.583706985468321	0.00208317928210249	280.200072304484
21	0.2	0.558073799362386	0.00235624072571352	236.849229058881
22	0.21	0.533827187327328	0.000902552189120364	591.464065748488
23	0.22	0.532112191350167	0.000491444042093955	1082.75234975468
24	0.23	0.535251662956204	0.00275513857728809	194.273953175545
25	0.24	0.534739473128398	0.00319194081343999	167.528003926897
26	0.25	0.530625868060794	0.000802449982098953	661.257249545755
27	0.26	0.525665216220538	0.00115230567448599	456.185565913334
28	0.27	0.519765977797544	0.00195270345255837	266.177630359881
29	0.28	0.528020254620672	0.00263953934703324	200.04257758618
30	0.29	0.548510293286818	0.00275977644334484	198.751712157535
31	0.3	0.577449971052362	0.00205485520947887	281.0173526527
